"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Nov 20 05:17:45 GMT 2024","Wed Nov 20 05:17:45 GMT 2024","0","Surefire suite","Surefire test","com.example.teamcity.api.AuthAgentTest","com.example.teamcity.api.AuthAgentTest","cleanUpServerAuthSettings","cleanUpServerAuthSettings",""
"failed","Wed Nov 20 05:17:55 GMT 2024","Wed Nov 20 05:17:55 GMT 2024","38","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreateBuildTypeConfigurationTest","User should be able to create build type configuration",""
"failed","Wed Nov 20 05:17:55 GMT 2024","Wed Nov 20 05:17:55 GMT 2024","47","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCannotCreateBuildTypeConfigurationWithoutNameTest","User should not be able to create build type configuration without name",""
"failed","Wed Nov 20 05:17:55 GMT 2024","Wed Nov 20 05:17:55 GMT 2024","51","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreateProjectWithSameNameTest","User should not be able to create project with same name",""
"skipped","Wed Nov 20 05:17:45 GMT 2024","Wed Nov 20 05:17:45 GMT 2024","1","Surefire suite","Surefire test","com.example.teamcity.api.AuthAgentTest","com.example.teamcity.api.AuthAgentTest","authAgentTest","authAgentTest",""
"failed","Wed Nov 20 05:17:55 GMT 2024","Wed Nov 20 05:17:55 GMT 2024","52","Surefire suite","Surefire test","com.example.teamcity.ui.RunBuildTypeTest","com.example.teamcity.ui.RunBuildTypeTest","userRunBuildTypeTest","User should be able to run build type with command line `Hello world!` ",""
"failed","Wed Nov 20 05:17:53 GMT 2024","Wed Nov 20 05:17:55 GMT 2024","1848","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreateProjectTest","User should be able to create project",""
"failed","Wed Nov 20 05:17:45 GMT 2024","Wed Nov 20 05:17:45 GMT 2024","18","Surefire suite","Surefire test","com.example.teamcity.api.AuthAgentTest","com.example.teamcity.api.AuthAgentTest","setUpServerAuthSettings","setUpServerAuthSettings",""
"failed","Wed Nov 20 05:17:55 GMT 2024","Wed Nov 20 05:17:55 GMT 2024","98","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreateProjectWithoutNameTest","User should not be able to create project without name",""
"failed","Wed Nov 20 05:17:55 GMT 2024","Wed Nov 20 05:17:55 GMT 2024","49","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCannotCreateBuildTypeConfigurationWithSameNameTest","User should not be able to create build type configuration with same name",""
