"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 15 08:43:32 GMT 2024","Sun Dec 15 08:43:38 GMT 2024","6050","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userDeleteProjectTest","User should not be able to delete project",""
"passed","Sun Dec 15 08:44:10 GMT 2024","Sun Dec 15 08:44:19 GMT 2024","9122","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCannotCreateBuildTypeConfigurationWithSameNameTest","User should not be able to create build type configuration with same name",""
"passed","Sun Dec 15 08:43:14 GMT 2024","Sun Dec 15 08:43:22 GMT 2024","8589","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreateProjectWithSameNameTest","User should not be able to create project with same name",""
"passed","Sun Dec 15 08:43:49 GMT 2024","Sun Dec 15 08:43:54 GMT 2024","4775","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userEditProjectIdWithUnsupportedCharacterProjectErrorTest","User should not be able to edit project id with unsupported character ",""
"passed","Sun Dec 15 08:43:38 GMT 2024","Sun Dec 15 08:43:43 GMT 2024","5321","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userEditProjectDescriptionTest","User should not be able to edit description",""
"passed","Sun Dec 15 08:43:44 GMT 2024","Sun Dec 15 08:43:49 GMT 2024","5437","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userEditProjectIdProjectTest","User should not be able to edit project id",""
"passed","Sun Dec 15 08:44:19 GMT 2024","Sun Dec 15 08:44:27 GMT 2024","8326","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCannotCreateBuildTypeConfigurationWithoutNameTest","User should not be able to create build type configuration without name",""
"passed","Sun Dec 15 08:43:22 GMT 2024","Sun Dec 15 08:43:32 GMT 2024","9182","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreateProjectWithoutNameTest","User should not be able to create project without name",""
"passed","Sun Dec 15 08:42:00 GMT 2024","Sun Dec 15 08:42:07 GMT 2024","7082","Surefire suite","Surefire test","com.example.teamcity.api.AuthAgentTest","com.example.teamcity.api.AuthAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Sun Dec 15 08:44:28 GMT 2024","Sun Dec 15 08:44:37 GMT 2024","9898","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreateBuildTypeConfigurationTest","User should be able to create build type configuration",""
"passed","Sun Dec 15 08:44:00 GMT 2024","Sun Dec 15 08:44:10 GMT 2024","9925","Surefire suite","Surefire test","com.example.teamcity.ui.RunBuildTypeTest","com.example.teamcity.ui.RunBuildTypeTest","userRunBuildTypeTest","User should be able to run build type with command line `Hello world!` ",""
"passed","Sun Dec 15 08:42:19 GMT 2024","Sun Dec 15 08:43:13 GMT 2024","54264","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Sun Dec 15 08:43:54 GMT 2024","Sun Dec 15 08:44:00 GMT 2024","5469","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userEditProjectNameTest","User should not be able to edit name",""
