"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 10 13:43:24 GMT 2025","Mon Feb 10 13:43:32 GMT 2025","8178","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userEditProjectDescriptionTest","User should not be able to edit description",""
"passed","Mon Feb 10 13:44:11 GMT 2025","Mon Feb 10 13:44:18 GMT 2025","6831","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreateProjectWithSameNameTest","User should not be able to create project with same name",""
"passed","Mon Feb 10 13:43:32 GMT 2025","Mon Feb 10 13:43:40 GMT 2025","7843","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userEditProjectIdProjectTest","User should not be able to edit project id",""
"passed","Mon Feb 10 13:44:35 GMT 2025","Mon Feb 10 13:44:42 GMT 2025","7748","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCannotCreateBuildTypeConfigurationWithSameNameTest","User should not be able to create build type configuration with same name",""
"passed","Mon Feb 10 13:43:47 GMT 2025","Mon Feb 10 13:43:52 GMT 2025","5658","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userEditProjectNameTest","User should not be able to edit name",""
"passed","Mon Feb 10 13:42:42 GMT 2025","Mon Feb 10 13:43:23 GMT 2025","41265","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userDeleteProjectTest","User should not be able to delete project",""
"passed","Mon Feb 10 13:42:25 GMT 2025","Mon Feb 10 13:42:29 GMT 2025","3870","Surefire suite","Surefire test","com.example.teamcity.api.AuthAgentTest","com.example.teamcity.api.AuthAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Mon Feb 10 13:44:43 GMT 2025","Mon Feb 10 13:44:49 GMT 2025","6268","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCannotCreateBuildTypeConfigurationWithoutNameTest","User should not be able to create build type configuration without name",""
"passed","Mon Feb 10 13:43:53 GMT 2025","Mon Feb 10 13:44:11 GMT 2025","18445","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Mon Feb 10 13:44:25 GMT 2025","Mon Feb 10 13:44:34 GMT 2025","9510","Surefire suite","Surefire test","com.example.teamcity.ui.RunBuildTypeTest","com.example.teamcity.ui.RunBuildTypeTest","userRunBuildTypeTest","User should be able to run build type with command line `Hello world!` ",""
"passed","Mon Feb 10 13:44:18 GMT 2025","Mon Feb 10 13:44:25 GMT 2025","6611","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreateProjectWithoutNameTest","User should not be able to create project without name",""
"passed","Mon Feb 10 13:44:49 GMT 2025","Mon Feb 10 13:44:57 GMT 2025","8484","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreateBuildTypeConfigurationTest","User should be able to create build type configuration",""
"passed","Mon Feb 10 13:43:40 GMT 2025","Mon Feb 10 13:43:47 GMT 2025","6091","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userEditProjectIdWithUnsupportedCharacterProjectErrorTest","User should not be able to edit project id with unsupported character ",""
