"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 27 13:53:49 GMT 2024","Wed Nov 27 13:53:54 GMT 2024","4847","Surefire suite","Surefire test","com.example.teamcity.api.BuildQueueTest","com.example.teamcity.api.BuildQueueTest","userAddBuildTypeToQueueTest","User should be able add build to queue",""
"passed","Wed Nov 27 13:54:11 GMT 2024","Wed Nov 27 13:54:11 GMT 2024","514","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectAdminCannotCreateBuildTypeForAnotherUserProjectTest","Project admin should not be able to create build type for not their project ",""
"passed","Wed Nov 27 13:54:13 GMT 2024","Wed Nov 27 13:54:14 GMT 2024","510","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userDeleteProjectById","User should be able to delete project by id",""
"passed","Wed Nov 27 13:54:15 GMT 2024","Wed Nov 27 13:54:15 GMT 2024","174","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userGetProjectDetailsByIdTest","User should be able to get details project",""
"passed","Wed Nov 27 13:54:13 GMT 2024","Wed Nov 27 13:54:13 GMT 2024","337","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Wed Nov 27 13:53:26 GMT 2024","Wed Nov 27 13:53:33 GMT 2024","7077","Surefire suite","Surefire test","com.example.teamcity.api.AuthAgentTest","com.example.teamcity.api.AuthAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Wed Nov 27 13:54:11 GMT 2024","Wed Nov 27 13:54:12 GMT 2024","432","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectAdminCannotCreateSubprojectWithoutPermissionTest","Project admin should not be able to create subproject with internal id _Root",""
"passed","Wed Nov 27 13:53:58 GMT 2024","Wed Nov 27 13:53:59 GMT 2024","410","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesTwoBuildTypesWithSameIdTest","User should not be able to create two build types with the same id",""
"passed","Wed Nov 27 13:53:58 GMT 2024","Wed Nov 27 13:53:58 GMT 2024","501","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithLocatorTest","User should be able to delete build type with locator",""
"passed","Wed Nov 27 13:54:14 GMT 2024","Wed Nov 27 13:54:15 GMT 2024","443","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userGeStatusArchivedProjectTest","User should be able to get data to status about archiving for project",""
"passed","Wed Nov 27 13:54:12 GMT 2024","Wed Nov 27 13:54:12 GMT 2024","207","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userArchivedProjectTest","User should be able to archived project",""
"passed","Wed Nov 27 13:53:55 GMT 2024","Wed Nov 27 13:53:55 GMT 2024","332","Surefire suite","Surefire test","com.example.teamcity.api.BuildQueueTest","com.example.teamcity.api.BuildQueueTest","userGetQueueWithFieldParameterTest","User should be able get queue with fields parameter",""
"passed","Wed Nov 27 13:53:56 GMT 2024","Wed Nov 27 13:53:57 GMT 2024","532","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithIdExceedingLimitTest","User should not be able to create build type with id exceeding the limit",""
"passed","Wed Nov 27 13:54:15 GMT 2024","Wed Nov 27 13:54:16 GMT 2024","94","Surefire suite","Surefire test","com.example.teamcity.api.UserTest","com.example.teamcity.api.UserTest","userGetNameWithFiledParameterTest","The user should be able to get the name with the fields parameter",""
"passed","Wed Nov 27 13:54:00 GMT 2024","Wed Nov 27 13:54:10 GMT 2024","10179","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userRunBuildTypeTest","User should be able to run build type",""
"passed","Wed Nov 27 13:54:13 GMT 2024","Wed Nov 27 13:54:13 GMT 2024","330","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCopyProjectTest","User should be able to copy project",""
"passed","Wed Nov 27 13:54:14 GMT 2024","Wed Nov 27 13:54:14 GMT 2024","206","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userDeleteProjectByLocator","User should be able to delete project by locator",""
"passed","Wed Nov 27 13:54:00 GMT 2024","Wed Nov 27 13:54:00 GMT 2024","474","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userGetBuildTypeWithFieldParameterTest","User should be able get build type with fields parameter",""
"passed","Wed Nov 27 13:54:15 GMT 2024","Wed Nov 27 13:54:15 GMT 2024","200","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userGetProjectDetailsByNameTest","User should be able to get details project",""
"passed","Wed Nov 27 13:54:15 GMT 2024","Wed Nov 27 13:54:15 GMT 2024","150","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userGetProjectByFieldParameterTest","User should be able to get project by fields parameter",""
"passed","Wed Nov 27 13:54:12 GMT 2024","Wed Nov 27 13:54:12 GMT 2024","223","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCannotCreateTwoProjectWithTheSameIdTest","User cannot be able to create project same id project",""
"passed","Wed Nov 27 13:53:57 GMT 2024","Wed Nov 27 13:53:58 GMT 2024","593","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithIdTest","User should be able to create build type with id",""
"passed","Wed Nov 27 13:53:56 GMT 2024","Wed Nov 27 13:53:56 GMT 2024","241","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","unauthorizedUserCreatesBuildTypeTest","Unauthorized user should not be able to create build type",""
"passed","Wed Nov 27 13:53:55 GMT 2024","Wed Nov 27 13:53:56 GMT 2024","537","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreateBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Wed Nov 27 13:53:59 GMT 2024","Wed Nov 27 13:54:00 GMT 2024","490","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userDeletesBuildTypeTest","User should be able to delete build type",""
