"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 10 16:24:03 GMT 2025","Mon Feb 10 16:24:07 GMT 2025","3947","Surefire suite","Surefire test","com.example.teamcity.api.AuthAgentTest","com.example.teamcity.api.AuthAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Mon Feb 10 16:25:07 GMT 2025","Mon Feb 10 16:25:14 GMT 2025","6765","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userEditProjectIdProjectTest","User should not be able to edit project id",""
"passed","Mon Feb 10 16:25:27 GMT 2025","Mon Feb 10 16:25:45 GMT 2025","18789","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Mon Feb 10 16:26:01 GMT 2025","Mon Feb 10 16:26:09 GMT 2025","8537","Surefire suite","Surefire test","com.example.teamcity.ui.RunBuildTypeTest","com.example.teamcity.ui.RunBuildTypeTest","userRunBuildTypeTest","User should be able to run build type with command line `Hello world!` ",""
"passed","Mon Feb 10 16:25:19 GMT 2025","Mon Feb 10 16:25:26 GMT 2025","6882","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userEditProjectNameTest","User should not be able to edit name",""
"passed","Mon Feb 10 16:24:59 GMT 2025","Mon Feb 10 16:25:07 GMT 2025","7847","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userEditProjectDescriptionTest","User should not be able to edit description",""
"passed","Mon Feb 10 16:24:20 GMT 2025","Mon Feb 10 16:24:59 GMT 2025","39181","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userDeleteProjectTest","User should not be able to delete project",""
"passed","Mon Feb 10 16:25:53 GMT 2025","Mon Feb 10 16:26:01 GMT 2025","8032","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreateProjectWithoutNameTest","User should not be able to create project without name",""
"passed","Mon Feb 10 16:26:18 GMT 2025","Mon Feb 10 16:26:23 GMT 2025","5404","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCannotCreateBuildTypeConfigurationWithoutNameTest","User should not be able to create build type configuration without name",""
"passed","Mon Feb 10 16:26:24 GMT 2025","Mon Feb 10 16:26:31 GMT 2025","7319","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreateBuildTypeConfigurationTest","User should be able to create build type configuration",""
"passed","Mon Feb 10 16:26:10 GMT 2025","Mon Feb 10 16:26:18 GMT 2025","8327","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCannotCreateBuildTypeConfigurationWithSameNameTest","User should not be able to create build type configuration with same name",""
"passed","Mon Feb 10 16:25:14 GMT 2025","Mon Feb 10 16:25:19 GMT 2025","4908","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userEditProjectIdWithUnsupportedCharacterProjectErrorTest","User should not be able to edit project id with unsupported character ",""
"passed","Mon Feb 10 16:25:46 GMT 2025","Mon Feb 10 16:25:53 GMT 2025","6959","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreateProjectWithSameNameTest","User should not be able to create project with same name",""
