"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 07 15:45:09 GMT 2025","Fri Feb 07 15:45:28 GMT 2025","19694","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Fri Feb 07 15:44:51 GMT 2025","Fri Feb 07 15:44:58 GMT 2025","7195","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userEditProjectIdProjectTest","User should not be able to edit project id",""
"passed","Fri Feb 07 15:45:44 GMT 2025","Fri Feb 07 15:45:52 GMT 2025","8635","Surefire suite","Surefire test","com.example.teamcity.ui.RunBuildTypeTest","com.example.teamcity.ui.RunBuildTypeTest","userRunBuildTypeTest","User should be able to run build type with command line `Hello world!` ",""
"passed","Fri Feb 07 15:44:02 GMT 2025","Fri Feb 07 15:44:43 GMT 2025","40859","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userDeleteProjectTest","User should not be able to delete project",""
"passed","Fri Feb 07 15:45:03 GMT 2025","Fri Feb 07 15:45:09 GMT 2025","5176","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userEditProjectNameTest","User should not be able to edit name",""
"passed","Fri Feb 07 15:45:36 GMT 2025","Fri Feb 07 15:45:44 GMT 2025","7585","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreateProjectWithoutNameTest","User should not be able to create project without name",""
"passed","Fri Feb 07 15:44:43 GMT 2025","Fri Feb 07 15:44:51 GMT 2025","7709","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userEditProjectDescriptionTest","User should not be able to edit description",""
"passed","Fri Feb 07 15:45:53 GMT 2025","Fri Feb 07 15:46:00 GMT 2025","7237","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCannotCreateBuildTypeConfigurationWithSameNameTest","User should not be able to create build type configuration with same name",""
"passed","Fri Feb 07 15:46:06 GMT 2025","Fri Feb 07 15:46:14 GMT 2025","7827","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreateBuildTypeConfigurationTest","User should be able to create build type configuration",""
"passed","Fri Feb 07 15:46:00 GMT 2025","Fri Feb 07 15:46:06 GMT 2025","6145","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCannotCreateBuildTypeConfigurationWithoutNameTest","User should not be able to create build type configuration without name",""
"passed","Fri Feb 07 15:43:45 GMT 2025","Fri Feb 07 15:43:49 GMT 2025","3899","Surefire suite","Surefire test","com.example.teamcity.api.AuthAgentTest","com.example.teamcity.api.AuthAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Fri Feb 07 15:44:59 GMT 2025","Fri Feb 07 15:45:03 GMT 2025","4667","Surefire suite","Surefire test","com.example.teamcity.ui.EditProjectTest","com.example.teamcity.ui.EditProjectTest","userEditProjectIdWithUnsupportedCharacterProjectErrorTest","User should not be able to edit project id with unsupported character ",""
"passed","Fri Feb 07 15:45:29 GMT 2025","Fri Feb 07 15:45:36 GMT 2025","7051","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreateProjectWithSameNameTest","User should not be able to create project with same name",""
