"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 05 14:25:45 GMT 2024","Thu Dec 05 14:25:45 GMT 2024","291","Surefire suite","Surefire test","com.example.teamcity.api.BuildQueueTest","com.example.teamcity.api.BuildQueueTest","userGetQueueWithFieldParameterTest","User should be able get queue with fields parameter",""
"passed","Thu Dec 05 14:26:06 GMT 2024","Thu Dec 05 14:26:07 GMT 2024","173","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userGetProjectDetailsByNameTest","User should be able to get details project",""
"passed","Thu Dec 05 14:26:04 GMT 2024","Thu Dec 05 14:26:05 GMT 2024","162","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Thu Dec 05 14:25:52 GMT 2024","Thu Dec 05 14:25:52 GMT 2024","387","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userGetBuildTypeWithFieldParameterTest","User should be able get build type with fields parameter",""
"passed","Thu Dec 05 14:26:07 GMT 2024","Thu Dec 05 14:26:07 GMT 2024","71","Surefire suite","Surefire test","com.example.teamcity.api.UserTest","com.example.teamcity.api.UserTest","userGetAllUserTest","The user should be able to get all users",""
"passed","Thu Dec 05 14:26:05 GMT 2024","Thu Dec 05 14:26:05 GMT 2024","505","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userDeleteProjectById","User should be able to delete project by id",""
"passed","Thu Dec 05 14:25:46 GMT 2024","Thu Dec 05 14:25:47 GMT 2024","235","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","unauthorizedUserCreatesBuildTypeTest","Unauthorized user should not be able to create build type",""
"passed","Thu Dec 05 14:25:48 GMT 2024","Thu Dec 05 14:25:49 GMT 2024","741","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithIdTest","User should be able to create build type with id",""
"passed","Thu Dec 05 14:26:04 GMT 2024","Thu Dec 05 14:26:04 GMT 2024","252","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCopyProjectTest","User should be able to copy project",""
"passed","Thu Dec 05 14:26:06 GMT 2024","Thu Dec 05 14:26:06 GMT 2024","160","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userGetProjectByFieldParameterTest","User should be able to get project by fields parameter",""
"passed","Thu Dec 05 14:26:07 GMT 2024","Thu Dec 05 14:26:07 GMT 2024","87","Surefire suite","Surefire test","com.example.teamcity.api.UserTest","com.example.teamcity.api.UserTest","userCreatesUserWithFieldParameterTest","User should be able create user with the fields parameter",""
"passed","Thu Dec 05 14:25:40 GMT 2024","Thu Dec 05 14:25:45 GMT 2024","4746","Surefire suite","Surefire test","com.example.teamcity.api.BuildQueueTest","com.example.teamcity.api.BuildQueueTest","userAddBuildTypeToQueueTest","User should be able add build to queue",""
"passed","Thu Dec 05 14:25:49 GMT 2024","Thu Dec 05 14:25:49 GMT 2024","486","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeWithLocatorTest","User should be able to delete build type with locator",""
